Country,Year,Crop,Yield,Yield_Unit,Rainfall,Pesticides,Avg_Temperature,Yield_Normalized,Rainfall_Normalized,Pesticides_Normalized,Temperature_Normalized,Country_Index,Crop_Index,Yield_Category,Rainfall_Category,Temperature_Category,ID,Processing_Date,Processing_Version,Data_Quality_Score
turkey,1998,Potatoes,258890.0,hg/ha,593.0,30162.0,19.92,0.7448525920490353,0.20445115050924179,0.0167009748992464,0.6580196140461879,11.0,3.0,High,Low,Temperate,29686,2025-12-01,v1.0,100
turkey,2011,Potatoes,324041.0,hg/ha,593.0,39534.43,17.6,0.9323347865498338,0.20445115050924179,0.021890581880190076,0.5846251186333439,11.0,3.0,High,Low,Temperate,29687,2025-12-01,v1.0,100
turkey,2005,Sorghum,23256.0,hg/ha,593.0,40332.0,17.78,0.066778895267694,0.20445115050924179,0.022332204259849484,0.5903195191395129,11.0,4.0,Low,Low,Temperate,29688,2025-12-01,v1.0,100
turkey,2013,Soybeans,41609.0,hg/ha,593.0,39440.0,16.02,0.11959252384857771,0.20445115050924179,0.021838295057326578,0.5346409364125276,11.0,5.0,Medium,Low,Temperate,29689,2025-12-01,v1.0,100
ukraine,2012,Maize,47946.0,hg/ha,565.0,90814.8,8.56,0.13782823268729946,0.19388909845341382,0.05028502879922545,0.298639670990193,72.0,0.0,Medium,Low,Cold,29690,2025-12-01,v1.0,100
ukraine,2002,Wheat,30455.0,hg/ha,565.0,17486.64,8.87,0.08749514395476324,0.19388909845341382,0.009682502983001173,0.3084466940841506,72.0,2.0,Medium,Low,Cold,29691,2025-12-01,v1.0,100
united kingdom,2008,Wheat,82814.0,hg/ha,1220.0,21596.68,10.38,0.23816635731859973,0.44096567333081854,0.011958272690105708,0.3562163872192345,87.0,2.0,High,High,Cold,29692,2025-12-01,v1.0,100
united states,1993,Maize,63210.0,hg/ha,715.0,391903.86,16.4,0.18175278053553187,0.2504715201810637,0.21700101255816198,0.5466624485922176,1.0,0.0,Medium,Medium,Temperate,29693,2025-12-01,v1.0,100
united states,2007,Maize,94585.0,hg/ha,715.0,400068.14,11.89,0.2720392512337952,0.2504715201810637,0.22152165496171997,0.4039860803543183,1.0,0.0,High,Medium,Cold,29694,2025-12-01,v1.0,100
united states,1991,"Rice, paddy",64231.0,hg/ha,715.0,384646.39,9.32,0.18469086775729845,0.2504715201810637,0.21298247980027643,0.32268269534957295,1.0,1.0,Medium,Medium,Cold,29695,2025-12-01,v1.0,100
united states,2008,"Rice, paddy",76731.0,hg/ha,715.0,379202.92,9.79,0.2206615732147739,0.2504715201810637,0.20996837674348565,0.3375514077823474,1.0,1.0,High,Medium,Cold,29696,2025-12-01,v1.0,100
united states,1997,Sorghum,43422.0,hg/ha,715.0,434540.76,10.39,0.12480971496812995,0.2504715201810637,0.24060948484184908,0.35653274280291053,1.0,4.0,Medium,Medium,Cold,29697,2025-12-01,v1.0,100
united states,1997,Sorghum,43422.0,hg/ha,715.0,434540.76,14.51,0.12480971496812995,0.2504715201810637,0.24060948484184908,0.48687124327744385,1.0,4.0,Medium,Medium,Cold,29698,2025-12-01,v1.0,100
united states,2000,Sorghum,38226.0,hg/ha,715.0,430005.21,21.09,0.10985741212356656,0.2504715201810637,0.23809810604868456,0.695033217336286,1.0,4.0,Medium,Medium,Temperate,29699,2025-12-01,v1.0,100
united states,2008,Sorghum,40848.0,hg/ha,715.0,379202.92,9.79,0.11740262730032662,0.2504715201810637,0.20996837674348565,0.3375514077823474,1.0,4.0,Medium,Medium,Cold,29700,2025-12-01,v1.0,100
united states,1997,Soybeans,26164.0,hg/ha,715.0,434540.76,16.09,0.07514712018532108,0.2504715201810637,0.24060948484184908,0.53685542549826,1.0,5.0,Low,Medium,Temperate,29701,2025-12-01,v1.0,100
united states,2009,Soybeans,29595.0,hg/ha,715.0,358337.7,15.31,0.08502035941928893,0.2504715201810637,0.19841509852525138,0.5121796899715281,1.0,5.0,Medium,Medium,Temperate,29702,2025-12-01,v1.0,100
united states,2004,Sweet potatoes,194603.0,hg/ha,715.0,425015.71,14.88,0.5598566927094574,0.2504715201810637,0.2353353706608056,0.4985763998734578,1.0,6.0,High,Medium,Temperate,29703,2025-12-01,v1.0,100
united states,2007,Sweet potatoes,207941.0,hg/ha,715.0,400068.14,6.58,0.598238874260802,0.2504715201810637,0.22152165496171997,0.2360012654223347,1.0,6.0,High,Medium,Cold,29704,2025-12-01,v1.0,100
united states,2013,Sweet potatoes,245411.0,hg/ha,715.0,407779.2,10.38,0.7060646609401303,0.2504715201810637,0.22579134497876735,0.3562163872192345,1.0,6.0,High,Medium,Cold,29705,2025-12-01,v1.0,100
united states,1990,Wheat,26567.0,hg/ha,715.0,400975.93,16.02,0.07630681572927009,0.2504715201810637,0.2220243072430633,0.5346409364125276,1.0,2.0,Low,Medium,Temperate,29706,2025-12-01,v1.0,100
united states,2001,Wheat,27018.0,hg/ha,715.0,411407.94,20.35,0.0776046387821758,0.2504715201810637,0.22780061412625946,0.6716229041442582,1.0,2.0,Low,Medium,Temperate,29707,2025-12-01,v1.0,100
united states,2007,Wheat,27046.0,hg/ha,715.0,400068.14,11.45,0.07768521316240054,0.2504715201810637,0.22152165496171997,0.39006643467257196,1.0,2.0,Low,Medium,Cold,29708,2025-12-01,v1.0,100
united states,2008,Wheat,30175.0,hg/ha,715.0,379202.92,4.84,0.08668940015251579,0.2504715201810637,0.20996837674348565,0.18095539386270168,1.0,2.0,Medium,Medium,Cold,29709,2025-12-01,v1.0,100
russia,1991,"Rice, paddy",33136.0,hg/ha,460.0,92200.0,5.62,0.09521014086128257,0.15428140324405884,0.05105202770879353,0.20563112938943373,5.0,1.0,Medium,Low,Cold,29710,2025-12-01,v1.0,100
russia,1991,Wheat,15693.0,hg/ha,460.0,92200.0,1.8,0.04501517963770305,0.15428140324405884,0.05105202770879353,0.08478329642518191,5.0,2.0,Low,Low,Cold,29711,2025-12-01,v1.0,100
venezuela,1991,Maize,22848.0,hg/ha,2044.0,2409.0,25.3,0.065604811441562,0.7517917766880422,0.0013338649243380936,0.8282189180639038,6.0,0.0,Low,High,Hot,29712,2025-12-01,v1.0,100
china,2008,Cassava,162963.0,hg/ha,645.0,1672300.0,6.38,0.4688076430554956,0.22406639004149378,0.925968990608394,0.22967415374881367,0.0,7.0,High,Low,Cold,29713,2025-12-01,v1.0,100
china,1998,Sweet potatoes,194390.0,hg/ha,645.0,1231699.0,5.7,0.559243751888462,0.22406639004149378,0.6820038689258886,0.20816197405884215,0.0,6.0,High,Low,Cold,29714,2025-12-01,v1.0,100
south africa,2005,"Rice, paddy",24452.0,hg/ha,495.0,26857.0,21.14,0.07022057236586524,0.16748396831384382,0.01487096378451747,0.6966149952546662,15.0,1.0,Low,Low,Temperate,29715,2025-12-01,v1.0,100
uruguay,1990,"Rice, paddy",44474.0,hg/ha,1300.0,1762.01,16.91,0.12783700953943108,0.4711429649188985,9.7562017664718E-4,0.5627965833596963,60.0,1.0,Medium,High,Temperate,29716,2025-12-01,v1.0,100
venezuela,2002,"Rice, paddy",49754.0,hg/ha,2044.0,3928.0,25.86,0.1430310355246687,0.7517917766880422,0.0021749502142846115,0.8459348307497627,6.0,1.0,Medium,High,Hot,29717,2025-12-01,v1.0,100
venezuela,1991,Sorghum,22089.0,hg/ha,2044.0,2409.0,27.87,0.06342067020618408,0.7517917766880422,0.0013338649243380936,0.9095223030686492,6.0,4.0,Low,High,Hot,29718,2025-12-01,v1.0,100
venezuela,1992,Wheat,3528.0,hg/ha,2044.0,3928.0,25.47,0.010008489086487965,0.7517917766880422,0.0021749502142846115,0.8335969629863966,6.0,2.0,Low,High,Hot,29719,2025-12-01,v1.0,100
venezuela,2007,Yams,93582.0,hg/ha,2044.0,3928.0,26.6,0.2691529618278874,0.7517917766880422,0.0021749502142846115,0.8693451439417906,6.0,8.0,High,High,Hot,29720,2025-12-01,v1.0,100
vietnam,2000,Cassava,83598.0,hg/ha,1821.0,16502.0,27.59,0.2404224399648926,0.6676725763862693,0.009137298098279028,0.9006643467257197,25.0,7.0,High,High,Hot,29721,2025-12-01,v1.0,100
zambia,2005,Cassava,58667.0,hg/ha,1020.0,1670.0,21.97,0.168679587344067,0.36552244436061865,9.246733316649686E-4,0.7228725086997785,45.0,7.0,Medium,Medium,Hot,29722,2025-12-01,v1.0,100
zambia,2006,Sorghum,6013.0,hg/ha,1020.0,1670.0,21.05,0.01715946533143408,0.36552244436061865,9.246733316649686E-4,0.6937677950015818,45.0,4.0,Low,Medium,Temperate,29723,2025-12-01,v1.0,100
zambia,1991,Sweet potatoes,43077.0,hg/ha,1020.0,1080.0,20.84,0.12381692349750363,0.36552244436061865,5.979845093684277E-4,0.6871243277443847,45.0,6.0,Medium,Medium,Temperate,29724,2025-12-01,v1.0,100
zambia,1998,Sweet potatoes,15152.0,hg/ha,1020.0,1670.0,21.32,0.04345836750550352,0.36552244436061865,9.246733316649686E-4,0.7023093957608352,45.0,6.0,Low,Medium,Temperate,29725,2025-12-01,v1.0,100
algeria,2007,Potatoes,189927.0,hg/ha,89.0,5390.79,17.42,0.546400771211925,0.014334213504337986,0.0029849114725340304,0.578930718127175,80.0,3.0,High,Low,Temperate,29726,2025-12-01,v1.0,100
algeria,2009,Wheat,15975.0,hg/ha,89.0,3867.99,17.78,0.0458266787528237,0.014334213504337986,0.0021417220850879753,0.5903195191395129,80.0,2.0,Low,Low,Temperate,29727,2025-12-01,v1.0,100
argentina,2011,"Rice, paddy",67901.0,hg/ha,591.0,100424.62,17.58,0.19525186687961324,0.2036967182195398,0.055606080965804675,0.5839924074659917,16.0,1.0,Medium,Low,Temperate,29728,2025-12-01,v1.0,100
argentina,2006,Sorghum,46778.0,hg/ha,591.0,65872.12,18.1,0.13446712996935295,0.2036967182195398,0.03647402074139581,0.6004428978171465,16.0,4.0,Medium,Low,Temperate,29729,2025-12-01,v1.0,100
argentina,2012,Sorghum,46534.0,hg/ha,591.0,136185.08,18.18,0.13376498179882304,0.2036967182195398,0.07540700056272426,0.6029737424865549,16.0,4.0,Medium,Low,Temperate,29730,2025-12-01,v1.0,100
argentina,1990,Soybeans,21566.0,hg/ha,591.0,26156.0,17.46,0.06191565588984331,0.2036967182195398,0.014482813166839716,0.5801961404618792,16.0,5.0,Low,Low,Temperate,29731,2025-12-01,v1.0,100
australia,2008,Maize,56912.0,hg/ha,534.0,42935.38,18.78,0.16362930029783745,0.18219539796303283,0.02377372145678231,0.621955077507118,8.0,0.0,Medium,Low,Temperate,29732,2025-12-01,v1.0,100
bangladesh,1991,"Rice, paddy",26592.0,hg/ha,2666.0,1287.0,25.85,0.07637875714018504,0.986420218785364,7.126024521063667E-4,0.8456184751660867,62.0,1.0,Low,High,Hot,29733,2025-12-01,v1.0,100
bolivia,2012,Maize,28517.0,hg/ha,1146.0,24075.02,9.26,0.08191824578063625,0.4130516786118446,0.013330554005106401,0.32078456184751664,32.0,0.0,Medium,High,Cold,29734,2025-12-01,v1.0,100
bolivia,2007,"Rice, paddy",20711.0,hg/ha,1146.0,14695.44,9.08,0.059455259636551995,0.4130516786118446,0.008136987998604385,0.3150901613413477,32.0,1.0,Low,High,Cold,29735,2025-12-01,v1.0,100
brazil,2001,Cassava,135418.0,hg/ha,1761.0,151523.0,26.08,0.38954259650940276,0.6450396076952094,0.08389975822590827,0.8528946535906358,3.0,7.0,High,High,Hot,29736,2025-12-01,v1.0,100
brazil,2008,Cassava,141371.0,hg/ha,1761.0,312637.0,25.54,0.40667328527647084,0.6450396076952094,0.17311016994706913,0.835811452072129,3.0,7.0,High,High,Hot,29737,2025-12-01,v1.0,100
brazil,2005,Maize,30403.0,hg/ha,1761.0,232232.0,24.79,0.08734550582006015,0.6450396076952094,0.12858912798647015,0.8120847832964251,3.0,0.0,Medium,High,Hot,29738,2025-12-01,v1.0,100
brazil,1999,Soybeans,23724.0,hg/ha,1761.0,127585.0,27.64,0.06812563848002187,0.6450396076952094,0.0706450513985615,0.9022461246440999,3.0,5.0,Low,High,Hot,29739,2025-12-01,v1.0,100
brazil,1997,Wheat,16359.0,hg/ha,1761.0,110276.11,25.2,0.04693169882447735,0.6450396076952094,0.06106094819625578,0.8250553622271433,3.0,2.0,Low,High,Hot,29740,2025-12-01,v1.0,100
brazil,1998,Yams,91823.0,hg/ha,1761.0,118930.56,24.78,0.26409116415591144,0.6450396076952094,0.06585300256595798,0.8117684277127492,3.0,8.0,High,High,Hot,29741,2025-12-01,v1.0,100
bulgaria,1992,"Rice, paddy",32042.0,hg/ha,608.0,3906.0,9.07,0.09206198471964432,0.2101093926820068,0.002162768597182029,0.31477380575767167,63.0,1.0,Medium,Low,Cold,29742,2025-12-01,v1.0,100
burkina faso,2000,Sorghum,8295.0,hg/ha,748.0,75.44,28.6,0.023726277319750796,0.2629196529611467,4.1749724069761325E-5,0.932616260677001,40.0,4.0,Low,Medium,Hot,29743,2025-12-01,v1.0,100
burkina faso,1996,Sweet potatoes,62201.0,hg/ha,748.0,39.16,28.74,0.17884922519100444,0.2629196529611467,2.1661130047865558E-5,0.9370452388484656,40.0,6.0,Medium,Medium,Hot,29744,2025-12-01,v1.0,100
burundi,1994,Sweet potatoes,60149.0,hg/ha,1274.0,84.45,21.25,0.1729442741831053,0.4613353451527725,4.673864998313732E-5,0.7000949066751028,33.0,6.0,Medium,High,Temperate,29745,2025-12-01,v1.0,100
burundi,1996,Sweet potatoes,62061.0,hg/ha,1274.0,207.1,21.18,0.17844635328988073,0.4613353451527725,1.1465116533003689E-4,0.6978804175893705,33.0,6.0,Medium,High,Temperate,29746,2025-12-01,v1.0,100
canada,2011,Maize,88946.0,hg/ha,537.0,62107.2,8.34,0.25581214658781887,0.18332704639758582,0.0343893473840387,0.29167984814931985,13.0,0.0,High,Low,Cold,29747,2025-12-01,v1.0,100
china,1997,Cassava,154227.0,hg/ha,645.0,1195466.0,14.56,0.4436684364253752,0.22406639004149378,0.6619412992678029,0.4884530211958242,0.0,7.0,High,Low,Cold,29748,2025-12-01,v1.0,100
china,1992,Maize,45347.0,hg/ha,645.0,799174.0,8.16,0.13034920360858118,0.22406639004149378,0.4425105081397676,0.2859854476431509,0.0,0.0,Medium,Low,Cold,29749,2025-12-01,v1.0,100
china,2000,Maize,45992.0,hg/ha,645.0,1279533.0,4.2,0.1322052920101869,0.22406639004149378,0.7084900267661135,0.16070863650743436,0.0,0.0,Medium,Low,Cold,29750,2025-12-01,v1.0,100
china,1999,"Rice, paddy",63344.0,hg/ha,645.0,1321620.0,13.4,0.182138386498036,0.22406639004149378,0.7317940139932229,0.45175577348940216,0.0,1.0,Medium,Low,Cold,29751,2025-12-01,v1.0,100
china,1991,Sorghum,35735.0,hg/ha,645.0,765307.0,14.93,0.10268916994000087,0.22406639004149378,0.42375801603007784,0.500158177791838,0.0,4.0,Medium,Low,Temperate,29752,2025-12-01,v1.0,100
china,2013,Sorghum,49542.0,hg/ha,645.0,1801862.0,5.62,0.14242097236010992,0.22406639004149378,0.9977087485649778,0.20563112938943373,0.0,4.0,Medium,Low,Cold,29753,2025-12-01,v1.0,100
china,1999,Soybeans,17892.0,hg/ha,645.0,1321620.0,8.67,0.051343146141782134,0.22406639004149378,0.7317940139932229,0.3021195824106296,0.0,5.0,Low,Low,Cold,29754,2025-12-01,v1.0,100
china,2009,Soybeans,16302.0,hg/ha,645.0,1709000.0,9.1,0.046767672407591256,0.22406639004149378,0.9462901427749755,0.3157228725086998,0.0,5.0,Low,Low,Cold,29755,2025-12-01,v1.0,100
china,2013,Soybeans,17600.0,hg/ha,645.0,1801862.0,16.53,0.050502870462295506,0.22406639004149378,0.9977087485649778,0.5507750711800063,0.0,5.0,Low,Low,Temperate,29756,2025-12-01,v1.0,100
china,2013,Soybeans,17600.0,hg/ha,645.0,1801862.0,22.93,0.050502870462295506,0.22406639004149378,0.9977087485649778,0.7532426447326795,0.0,5.0,Low,Low,Hot,29757,2025-12-01,v1.0,100
china,1995,Wheat,35415.0,hg/ha,645.0,1087044.0,14.62,0.10176831988028949,0.22406639004149378,0.6019069679270647,0.49035115469788043,0.0,2.0,Medium,Low,Cold,29758,2025-12-01,v1.0,100
china,2002,Wheat,37766.0,hg/ha,645.0,1312285.0,15.74,0.10853369016273147,0.22406639004149378,0.7266251323726497,0.5257829800695982,0.0,2.0,Medium,Low,Temperate,29759,2025-12-01,v1.0,100
china,1992,Cassava,145580.0,hg/ha,645.0,799174.0,8.3,0.41878534121811195,0.22406639004149378,0.4425105081397676,0.2904144258146157,0.0,7.0,High,Low,Cold,29760,2025-12-01,v1.0,100
china,2012,Cassava,162857.0,hg/ha,645.0,1806000.0,11.9,0.4685026114732162,0.22406639004149378,1.0,0.40430243593799436,0.0,7.0,High,Low,Cold,29761,2025-12-01,v1.0,100
china,1999,Maize,49447.0,hg/ha,645.0,1321620.0,11.71,0.1421475949986331,0.22406639004149378,0.7317940139932229,0.3982916798481494,0.0,0.0,Medium,Low,Cold,29762,2025-12-01,v1.0,100
china,1999,Potatoes,127001.0,hg/ha,645.0,1321620.0,13.36,0.36532136228255707,0.22406639004149378,0.7317940139932229,0.4504903511546979,0.0,3.0,High,Low,Cold,29763,2025-12-01,v1.0,100
china,2010,Potatoes,156643.0,hg/ha,645.0,1758000.0,22.15,0.45062085437619603,0.22406639004149378,0.9734219263216374,0.7285669092059475,0.0,3.0,High,Low,Hot,29764,2025-12-01,v1.0,100
china,2011,Sweet potatoes,216444.0,hg/ha,645.0,1787002.0,3.39,0.6227075869411951,0.22406639004149378,0.9894806199220514,0.13508383422967418,0.0,6.0,High,Low,Cold,29765,2025-12-01,v1.0,100
china,2011,Wheat,48376.0,hg/ha,645.0,1787002.0,15.15,0.13906562495503663,0.22406639004149378,0.9894806199220514,0.5071180006327112,0.0,2.0,Medium,Low,Temperate,29766,2025-12-01,v1.0,100
ivory coast,1991,Maize,12533.0,hg/ha,1348.0,16.0,25.93,0.03592178529805327,0.4892493398717465,8.837209498055582E-6,0.848149319835495,18.0,0.0,Low,High,Hot,29767,2025-12-01,v1.0,100
ivory coast,1997,Sorghum,5947.0,hg/ha,1348.0,93.0,26.54,0.01696954000661861,0.4892493398717465,5.147286935709566E-5,0.8674470104397343,18.0,4.0,Low,High,Hot,29768,2025-12-01,v1.0,100
ivory coast,1994,Yams,98016.0,hg/ha,1348.0,143.0,25.88,0.28191249046776307,0.4892493398717465,7.915836277205677E-5,0.8465675419171148,18.0,8.0,High,High,Hot,29769,2025-12-01,v1.0,100
dominican republic,2005,"Rice, paddy",42047.0,hg/ha,1410.0,3515.56,26.9,0.12085293736780765,0.5126367408525084,0.0019465781162032805,0.878835811452072,17.0,1.0,Medium,High,Hot,29770,2025-12-01,v1.0,100
ecuador,1994,Sweet potatoes,48971.0,hg/ha,2274.0,2670.0,21.8,0.14077783053481244,0.8385514900037722,0.0014783831999641906,0.7174944637772857,12.0,6.0,Medium,High,Hot,29771,2025-12-01,v1.0,100
ecuador,1997,Sweet potatoes,38750.0,hg/ha,2274.0,7612.0,23.0,0.11136530409634393,0.8385514900037722,0.004214817369098945,0.7554571338184118,12.0,6.0,Medium,High,Hot,29772,2025-12-01,v1.0,100
egypt,1990,Potatoes,205592.0,hg/ha,51.0,13214.0,20.73,0.5914792592912332,0.0,0.007316700051311186,0.6836444163239481,21.0,3.0,High,Low,Temperate,29773,2025-12-01,v1.0,100
egypt,2004,Potatoes,244443.0,hg/ha,51.0,5363.0,21.06,0.7032790895095035,0.0,0.0029695238752939952,0.6940841505852577,21.0,3.0,High,Low,Temperate,29774,2025-12-01,v1.0,100
egypt,2007,Potatoes,255717.0,hg/ha,51.0,9105.0,21.51,0.7357217881757097,0.0,0.005041506202469683,0.7083201518506802,21.0,3.0,High,Low,Hot,29775,2025-12-01,v1.0,100
el salvador,1992,Maize,21989.0,hg/ha,1784.0,3940.77,26.22,0.06313290456252428,0.6537155790267823,0.0021820210893027927,0.8573236317621006,47.0,0.0,Low,High,Hot,29776,2025-12-01,v1.0,100
el salvador,1995,Sweet potatoes,62500.0,hg/ha,1784.0,3475.08,26.05,0.17970964446554727,0.6537155790267823,0.001924163940734528,0.8519455868396077,47.0,6.0,Medium,High,Hot,29777,2025-12-01,v1.0,100
estonia,2001,Potatoes,155249.0,hg/ha,626.0,329.0,6.08,0.44660940130357835,0.21689928328932478,1.8214839827571203E-4,0.22018348623853212,110.0,3.0,High,Low,Cold,29778,2025-12-01,v1.0,100
finland,2007,Potatoes,256996.0,hg/ha,536.0,1479.45,6.23,0.7394023107581186,0.1829498302527348,8.191639162605519E-4,0.2249288199936729,105.0,3.0,High,Low,Cold,29779,2025-12-01,v1.0,100
france,1990,"Rice, paddy",59461.0,hg/ha,867.0,97701.0,11.96,0.17096444655472584,0.30780837419841567,0.05409798569430755,0.4062005694400507,76.0,1.0,Medium,Medium,Cold,29780,2025-12-01,v1.0,100
france,2011,"Rice, paddy",56263.0,hg/ha,867.0,61039.0,12.33,0.1617617012704853,0.30780837419841567,0.033797874502721474,0.4179057260360646,76.0,1.0,Medium,Medium,Cold,29781,2025-12-01,v1.0,100
guatemala,2011,Cassava,12491.0,hg/ha,1996.0,16540.71,19.85,0.03580092372771615,0.7336854017351943,0.00915873220728089,0.6558051249604556,39.0,7.0,Low,High,Temperate,29782,2025-12-01,v1.0,100
guatemala,2013,Maize,20827.0,hg/ha,1996.0,20489.4,20.37,0.05978906778319736,0.7336854017351943,0.011345160827135346,0.6722556153116103,39.0,0.0,Low,High,Temperate,29783,2025-12-01,v1.0,100
guatemala,2007,Sweet potatoes,60000.0,hg/ha,1996.0,22883.17,19.9,0.17251550337405216,0.7336854017351943,0.012670614898573972,0.6573869028788357,39.0,6.0,Medium,High,Temperate,29784,2025-12-01,v1.0,100
haiti,2013,Yams,110560.0,hg/ha,1440.0,27.85,27.2,0.3180098128084488,0.5239532251980384,1.5398671437401362E-5,0.8883264789623536,41.0,8.0,High,High,Hot,29785,2025-12-01,v1.0,100
hungary,1995,Maize,45295.0,hg/ha,589.0,7715.0,10.34,0.13019956547387807,0.2029422859298378,0.004271849485533765,0.35495096488453026,64.0,0.0,Medium,Low,Cold,29786,2025-12-01,v1.0,100
hungary,2001,"Rice, paddy",32950.0,hg/ha,589.0,5458.0,10.47,0.09467489676407534,0.2029422859298378,0.003022126312782421,0.3590635874723189,64.0,1.0,Medium,Low,Cold,29787,2025-12-01,v1.0,100
india,1995,Cassava,252775.0,hg/ha,1083.0,61257.0,25.76,0.7272557229392382,0.3892870614862316,0.033918583254010704,0.8427712749130023,2.0,7.0,High,High,Hot,29788,2025-12-01,v1.0,100
india,2006,Cassava,321132.0,hg/ha,1083.0,37423.0,26.13,0.9239636839757701,0.3892870614862316,0.02072146225296705,0.8544764315090161,2.0,7.0,High,High,Hot,29789,2025-12-01,v1.0,100
india,1994,Maize,14480.0,hg/ha,1083.0,61357.0,26.55,0.041524582380109636,0.3892870614862316,0.033973954240840626,0.8677633660234103,2.0,0.0,Low,High,Hot,29790,2025-12-01,v1.0,100
india,2001,Maize,19996.0,hg/ha,1083.0,43720.04,24.5,0.057397735284384396,0.3892870614862316,0.02420819544204198,0.8029104713698196,2.0,0.0,Low,High,Hot,29791,2025-12-01,v1.0,100
india,1994,Potatoes,166101.0,hg/ha,1083.0,61357.0,25.92,0.47783772895354026,0.3892870614862316,0.033973954240840626,0.8478329642518191,2.0,3.0,High,High,Hot,29792,2025-12-01,v1.0,100
india,2002,Potatoes,194173.0,hg/ha,1083.0,42482.56,25.76,0.5586193004417203,0.3892870614862316,0.02352299055421906,0.8427712749130023,2.0,3.0,High,High,Hot,29793,2025-12-01,v1.0,100
india,1990,Sorghum,8136.0,hg/ha,1083.0,75000.0,25.64,0.023268729946331706,0.3892870614862316,0.04152821797404691,0.8389750079088896,2.0,4.0,Low,High,Hot,29794,2025-12-01,v1.0,100
india,1994,Sorghum,7786.0,hg/ha,1083.0,61357.0,26.54,0.022261550193522394,0.3892870614862316,0.033973954240840626,0.8674470104397343,2.0,4.0,Low,High,Hot,29795,2025-12-01,v1.0,100
india,2005,Sorghum,7968.0,hg/ha,1083.0,35342.0,24.12,0.02278528366498324,0.3892870614862316,0.019569192017036368,0.7908889591901297,2.0,4.0,Low,High,Hot,29796,2025-12-01,v1.0,100
india,1991,Soybeans,7825.0,hg/ha,1083.0,72133.0,25.06,0.022373778794549718,0.3892870614862316,0.03994073178163304,0.8206263840556786,2.0,5.0,Low,High,Hot,29797,2025-12-01,v1.0,100
india,1991,Soybeans,7825.0,hg/ha,1083.0,72133.0,26.9,0.022373778794549718,0.3892870614862316,0.03994073178163304,0.878835811452072,2.0,5.0,Low,High,Hot,29798,2025-12-01,v1.0,100
india,1991,Wheat,22814.0,hg/ha,1083.0,72133.0,25.96,0.06550697112271765,0.3892870614862316,0.03994073178163304,0.8490983865865233,2.0,2.0,Low,High,Hot,29799,2025-12-01,v1.0,100
india,1994,Wheat,23796.0,hg/ha,1083.0,61357.0,26.55,0.06833282974345693,0.3892870614862316,0.033973954240840626,0.8677633660234103,2.0,2.0,Low,High,Hot,29800,2025-12-01,v1.0,100
india,1998,Wheat,24852.0,hg/ha,1083.0,49157.0,25.77,0.07137163494050446,0.3892870614862316,0.02721869384759012,0.8430876304966782,2.0,2.0,Low,High,Hot,29801,2025-12-01,v1.0,100
india,2007,Wheat,27079.0,hg/ha,1083.0,27422.77,25.95,0.07778017582480827,0.3892870614862316,0.015184236216705121,0.8487820310028472,2.0,2.0,Low,High,Hot,29802,2025-12-01,v1.0,100
indonesia,1992,Cassava,122220.0,hg/ha,2702.0,825.0,27.2,0.35156328685918187,1.0,4.5678849295212613E-4,0.8883264789623536,9.0,7.0,High,High,Hot,29803,2025-12-01,v1.0,100
indonesia,2001,Maize,28446.0,hg/ha,2702.0,1597.0,27.26,0.08171393217363779,1.0,8.842525112791255E-4,0.89022461246441,9.0,0.0,Medium,High,Hot,29804,2025-12-01,v1.0,100
iran,1994,Potatoes,213016.0,hg/ha,228.0,10324.0,10.04,0.612842980676537,0.06676725763862694,0.005716478531926435,0.34546029737424866,20.0,3.0,High,Low,Cold,29805,2025-12-01,v1.0,100
iran,2001,Potatoes,199689.0,hg/ha,228.0,7717.23,14.64,0.574492453345995,0.06676725763862694,0.004273084258540072,0.49098386586523257,20.0,3.0,High,Low,Cold,29806,2025-12-01,v1.0,100
italy,1994,Potatoes,233775.0,hg/ha,832.0,81217.6,8.39,0.6725802506438756,0.2946058091286307,0.04497096445118416,0.2932616260677001,22.0,3.0,High,Medium,Cold,29807,2025-12-01,v1.0,100
japan,1999,Maize,24000.0,hg/ha,1668.0,79821.18,15.79,0.06891987165652293,0.6099585062240664,0.044197752916893755,0.5273647579879784,10.0,0.0,Low,High,Temperate,29808,2025-12-01,v1.0,100
japan,2002,"Rice, paddy",65823.0,hg/ha,1668.0,70262.54,15.71,0.18927209680436252,0.6099585062240664,0.03890503962137408,0.5248339133185701,10.0,1.0,Medium,High,Temperate,29809,2025-12-01,v1.0,100
japan,2011,Soybeans,16006.0,hg/ha,1668.0,51796.3,15.43,0.04591588610235824,0.6099585062240664,0.028680100302992256,0.5159759569756406,10.0,5.0,Low,High,Temperate,29810,2025-12-01,v1.0,100
japan,2009,Sweet potatoes,253333.0,hg/ha,1668.0,60970.8,15.93,0.72886145523086,0.6099585062240664,0.03376011148970347,0.5317937361594431,10.0,6.0,High,High,Temperate,29811,2025-12-01,v1.0,100
kazakhstan,2007,Potatoes,155792.0,hg/ha,250.0,5575.89,4.14,0.4481719687486511,0.07506601282534893,0.0030874031691562167,0.15881050300537802,26.0,3.0,High,Low,Cold,29812,2025-12-01,v1.0,100
